transaction_id,amount,fee_rate
750616,8983.97,0.0236
750617,3557.69,0.0137
750618,1776.5,0.0362
750619,4510.49,0.0243
750620,7669.85,0.0136
750621,5316.74,0.0251
750622,6683.36,0.0421
750623,1780.89,0.0441
750624,6197.06,0.0021
750625,4789.75,0.0192
750626,3983.81,0.0493
750627,9878.63,0.012
750628,6422.2,0.0232
750629,3302.99,0.0446
750630,895.25,0.0406
750631,4904.26,0.0473
750632,1850.1,0.0258
750633,1061.23,0.0424
750634,3655.84,0.0365
750635,6585.85,0.0104
750636,1206.75,0.0338
750637,8370.66,0.0277
750638,3455.17,0.0381
750639,7704.44,0.0154
750640,4256.01,0.0309
750641,5825.74,0.0091
750642,9397.25,0.0386
750643,9796.25,0.0096
750644,6282.55,0.0199
750645,4582.85,0.0059
750646,9921.65,0.0483
750647,3049.27,0.0473
750648,3172.79,0.0036
750649,1247.73,0.0155
750650,3446.71,0.0271
750651,1176.8,0.0466
750652,6925.31,0.0306
750653,5276.26,0.0198
750654,3177.29,0.0291
750655,8804.89,0.0268
750656,2036.0,0.0237
750657,1500.67,0.0183
750658,10.75,0.006
750659,830.54,0.0383
750660,9776.28,0.0346
750661,8149.46,0.0298
750662,5816.84,0.0416
750663,8877.97,0.0149
750664,1807.9,0.011
750665,7273.72,0.0456
750666,5440.19,0.0133
750667,6594.12,0.02
750668,719.44,0.0059
750669,743.06,0.0317
750670,9624.96,0.017
750671,1403.39,0.035
750672,4349.08,0.0268
750673,6712.2,0.0433
750674,9542.77,0.0043
750675,5369.73,0.0499
750676,2518.21,0.0258
750677,1529.35,0.0127
750678,8788.68,0.0316
750679,7748.98,0.0064
750680,9398.67,0.0108
750681,9405.21,0.0384
750682,7342.73,0.0391
750683,8161.99,0.0403
750684,649.92,0.0184
750685,702.85,0.0192
750686,2397.63,0.0129
750687,2742.44,0.0245
750688,6751.54,0.0251
750689,3342.08,0.0265
750690,192.86,0.0433
750691,9284.09,0.0125
750692,208.1,0.0308
750693,9122.33,0.0218
750694,6007.73,0.0459
750695,7508.17,0.0425
750696,7787.98,0.0062
750697,8510.4,0.0251
750698,1658.0,0.0408
750699,345.95,0.0279
750700,1496.7,0.0044
750701,1519.68,0.0043
750702,2658.62,0.0483
750703,3616.65,0.0354
750704,9444.56,0.0427
750705,5120.66,0.0467
750706,5593.99,0.0146
750707,2592.6,0.0258
750708,4356.96,0.0047
750709,5650.12,0.006
750710,8811.3,0.0484
750711,9680.66,0.006
750712,7126.06,0.0016
750713,8080.5,0.0151
750714,5158.77,0.0162
750715,6795.62,0.0477
750716,871.52,0.0428
750717,8819.76,0.0187
750718,706.22,0.0466
750719,6534.2,0.0485
750720,6610.84,0.0061
750721,3373.47,0.0325
750722,1705.09,0.0236
750723,530.12,0.0107
750724,1739.74,0.0165
750725,418.0,0.0222
750726,4792.7,0.0142
750727,5022.1,0.0435
750728,266.56,0.0186
750729,5340.33,0.0292
750730,8484.06,0.0458
750731,6821.98,0.0077
750732,8471.51,0.0454
750733,9312.61,0.0043
750734,5157.15,0.0227
750735,5467.01,0.0183
750736,13.17,0.0176
750737,662.87,0.046
750738,8984.58,0.0285
750739,3738.28,0.0027
750740,8944.64,0.0426
750741,7313.33,0.0212
750742,6757.39,0.0319
750743,6479.8,0.0125
750744,9036.54,0.032
750745,6508.27,0.0304
750746,632.2,0.0124
750747,8017.95,0.003
750748,1864.98,0.0292
750749,2285.66,0.0448
750750,8995.6,0.042
750751,9624.68,0.0168
750752,3256.58,0.0456
750753,5327.35,0.0227
750754,1220.71,0.0267
750755,4138.51,0.0255
750756,8228.19,0.0278
750757,303.07,0.0057
750758,380.06,0.0455
750759,9966.74,0.0142
750760,789.51,0.0352
750761,8561.46,0.0251
750762,1418.54,0.0061
750763,9483.69,0.0038
750764,9153.41,0.0498
750765,5431.76,0.0058
750766,860.82,0.0242
750767,5666.18,0.0254
750768,7993.34,0.0139
750769,8735.89,0.0115
750770,5123.52,0.0393
750771,1750.79,0.0366
750772,6453.37,0.0077
750773,7805.85,0.0455
750774,8959.82,0.0394
750775,7651.67,0.0082
750776,9446.43,0.0301
750777,7686.53,0.0084
750778,3213.22,0.0263
750779,1050.58,0.0454
750780,1555.99,0.048
750781,9160.75,0.0494
750782,1315.76,0.0309
750783,6960.41,0.0191
750784,1632.83,0.02
750785,232.07,0.012
750786,9456.73,0.0369
750787,3026.06,0.0382
750788,3284.72,0.008
750789,3027.3,0.0063
750790,477.45,0.0046
750791,3816.87,0.0177
750792,8891.57,0.0115
750793,3410.52,0.0072
750794,2365.99,0.0357
750795,4494.87,0.0188
750796,1700.47,0.0115
750797,3663.3,0.0449
750798,9958.69,0.0168
750799,4503.63,0.0216
750800,6352.91,0.0306
750801,7751.79,0.0286
750802,3578.59,0.0279
750803,5759.47,0.0222
750804,5310.91,0.0487
750805,8509.95,0.0401
750806,6559.5,0.027
750807,2867.89,0.0316
750808,1167.39,0.0036
750809,2369.96,0.0439
750810,5405.78,0.0368
750811,4065.02,0.0379
750812,6121.86,0.0158
750813,377.44,0.0328
750814,2544.72,0.0283
750815,6961.78,0.0145
750816,7154.72,0.0149
750817,820.98,0.042
750818,8464.4,0.0129
750819,5026.51,0.0216
750820,1995.08,0.0041
750821,2153.44,0.0487
750822,1808.2,0.0204
750823,5076.87,0.0474
750824,7080.46,0.0366
750825,6610.4,0.0245
750826,8103.56,0.0083
750827,5718.89,0.0389
750828,3218.11,0.0217
750829,5975.14,0.0413
750830,1758.56,0.0027
750831,5288.54,0.0254
750832,417.48,0.0203
750833,1473.91,0.0031
750834,740.1,0.0333
750835,4782.04,0.0225
750836,5146.46,0.0368
750837,4537.45,0.0259
750838,9807.62,0.0363
750839,7208.56,0.0278
750840,5637.95,0.03
750841,5050.09,0.0208
750842,4752.46,0.0437
750843,5481.73,0.0235
750844,8089.43,0.0046
750845,5201.25,0.0321
750846,4781.37,0.0051
750847,6621.11,0.0481
750848,767.54,0.0183
750849,5211.23,0.0406
750850,9709.85,0.0298
750851,3260.24,0.0422
750852,4851.77,0.0281
750853,2786.44,0.0203
750854,861.65,0.0465
750855,2796.32,0.0378
750856,338.96,0.0424
750857,355.04,0.0026
750858,4965.84,0.0142
750859,5267.89,0.0061
750860,8931.0,0.0079
750861,6774.13,0.0171
750862,1762.69,0.0104
750863,5469.36,0.0399
750864,1498.16,0.0034
750865,6080.28,0.0462
750866,8554.65,0.0272
750867,2475.96,0.0175
750868,8961.63,0.0366
750869,9062.19,0.012
750870,612.98,0.0168
750871,5023.41,0.0324
750872,9360.51,0.0446
750873,6192.51,0.0044
750874,4570.02,0.0087
750875,593.02,0.0271
750876,2962.17,0.0126
750877,4947.97,0.0439
750878,3932.35,0.0295
750879,5895.62,0.0128
750880,4592.78,0.0221
750881,3778.27,0.0426
750882,4022.32,0.0025
750883,3392.48,0.0435
750884,1190.79,0.0407
750885,186.12,0.0313
750886,8868.83,0.0419
750887,1165.62,0.0039
750888,6429.37,0.0153
750889,7955.9,0.0405
750890,6685.02,0.0421
750891,9276.04,0.0315
750892,2090.28,0.0344
750893,5136.17,0.0139
750894,3754.32,0.0424
750895,2430.48,0.0291
750896,5395.75,0.0053
750897,6790.65,0.0359
750898,3296.95,0.0181
750899,3913.26,0.0279
750900,6125.2,0.0436
750901,3668.04,0.0216
750902,6822.49,0.0091
750903,1487.25,0.0454
750904,2902.83,0.042
750905,6828.81,0.0118
750906,9131.71,0.0427
750907,1168.2,0.0423
750908,3229.55,0.0352
750909,4515.1,0.0066
750910,8126.6,0.0016
750911,7364.41,0.0207
750912,7651.13,0.0177
750913,2734.93,0.0082
750914,9515.11,0.0204
750915,1434.79,0.0318
750916,6668.52,0.0165
750917,4159.02,0.0113
750918,6955.74,0.0134
750919,3042.05,0.0336
750920,1867.29,0.0029
750921,2464.31,0.0374
750922,2958.15,0.0227
750923,5416.96,0.0164
750924,2871.66,0.0326
750925,5367.32,0.0202
750926,8564.07,0.0184
750927,8199.96,0.0188
750928,5333.31,0.0294
750929,5551.54,0.0067
750930,4711.8,0.0345
750931,6175.91,0.0042
750932,2431.6,0.0019
750933,4956.99,0.039
750934,8122.46,0.0124
750935,79.92,0.0311
750936,2667.97,0.0088
750937,1468.45,0.0079
750938,5003.52,0.0305
750939,5225.55,0.0305
750940,5932.14,0.0226
750941,9221.26,0.023
750942,2340.45,0.0133
750943,1627.64,0.049
750944,7876.77,0.0416
750945,5282.09,0.0184
750946,1156.54,0.0337
750947,3116.55,0.0175
750948,584.97,0.027
750949,8788.09,0.0237
750950,3522.74,0.0484
750951,3840.59,0.0468
750952,5417.04,0.0205
750953,5981.18,0.0308
750954,1550.88,0.0059
750955,3914.45,0.0016
750956,4677.11,0.0295
750957,2501.63,0.0249
750958,6725.26,0.0482
750959,6197.8,0.048
750960,4960.3,0.0442
750961,1442.82,0.0154
750962,2906.09,0.014
750963,1224.09,0.0188
750964,8306.55,0.0327
750965,6232.94,0.0422
750966,1557.9,0.0214
750967,8117.2,0.041
750968,1826.95,0.0175
750969,1522.16,0.0488
750970,8.19,0.0238
750971,3681.97,0.0407
750972,645.97,0.0303
750973,2239.13,0.0184
750974,3937.47,0.0179
750975,2409.34,0.0391
750976,3166.66,0.0288
750977,1150.11,0.0111
750978,86.25,0.0454
750979,9666.53,0.0291
750980,3967.42,0.0226
750981,6244.05,0.0232
750982,9394.87,0.046
750983,7644.37,0.0113
750984,7283.45,0.0028
750985,6378.4,0.0144
750986,7125.23,0.0207
750987,6371.44,0.0434
750988,9958.71,0.0246
750989,6484.19,0.0019
750990,9364.63,0.0414
750991,6525.12,0.05
750992,8234.09,0.042
750993,6286.7,0.0123
750994,5034.84,0.0436
750995,6225.93,0.0499
750996,1027.64,0.0449
750997,1944.2,0.0064
750998,9915.77,0.007
750999,1737.37,0.0121
751000,4630.29,0.0314
751001,3081.99,0.0215
751002,735.43,0.0487
751003,3906.84,0.0387
751004,6686.93,0.0364
751005,4709.78,0.0056
751006,7948.96,0.048
751007,2672.94,0.0413
751008,7671.16,0.0478
751009,7889.95,0.0333
751010,9886.99,0.0241
751011,5443.42,0.0119
751012,385.39,0.0354
751013,7702.76,0.0138
751014,5451.81,0.0224
751015,7836.21,0.034
751016,2899.67,0.038
751017,3318.36,0.0392
751018,1589.02,0.0269
751019,1533.5,0.0434
751020,7033.35,0.0333
751021,767.55,0.0092
751022,6253.35,0.0496
751023,5306.28,0.0176
751024,518.8,0.0469
751025,3223.88,0.0011
751026,8805.66,0.0245
751027,7915.56,0.0095
751028,3496.32,0.0399
751029,6813.42,0.0479
751030,9296.42,0.0372
751031,4695.38,0.0416
751032,1498.21,0.0222
751033,6059.85,0.0479
751034,9307.75,0.028
751035,3109.9,0.0309
751036,6700.69,0.048
751037,7187.48,0.0077
751038,5083.73,0.0134
751039,6095.42,0.0104
751040,3869.68,0.0058
751041,2473.0,0.0431
751042,1950.77,0.0438
751043,9615.98,0.0225
751044,5008.73,0.0418
751045,2187.59,0.0053
751046,2695.83,0.0455
751047,6587.74,0.0114
751048,6068.66,0.0235
751049,2899.72,0.0482
751050,1408.98,0.0086
751051,3182.69,0.0118
751052,1045.92,0.0431
751053,6984.21,0.0226
751054,1404.73,0.0361
751055,2136.79,0.0293
751056,4376.12,0.0337
751057,2114.69,0.0083
751058,1132.64,0.013
751059,7724.26,0.0072
751060,9823.18,0.0248
751061,6030.76,0.0367
751062,9894.22,0.0491
751063,6961.1,0.0019
751064,8803.1,0.0421
751065,6309.95,0.0274
751066,8822.46,0.0364
751067,6939.24,0.0349
751068,435.88,0.0133
751069,6091.83,0.0411
751070,1496.77,0.0493
751071,5267.4,0.0019
751072,1259.91,0.0324
751073,8311.65,0.0226
751074,7755.08,0.0074
751075,4523.4,0.0462
751076,3698.57,0.0355
751077,223.63,0.0298
751078,1925.24,0.0117
751079,1553.2,0.037
751080,4793.12,0.0199
751081,5630.81,0.0465
751082,3071.7,0.0385
751083,4596.92,0.0242
751084,6526.59,0.0177
751085,9968.56,0.0246
751086,2036.3,0.0316
751087,5096.22,0.0241
751088,7957.7,0.0499
751089,5099.79,0.0354
751090,4818.42,0.0401
