transaction_id,amount,fee_rate
500078,4499.6,0.0203
500079,2648.84,0.0237
500080,8110.37,0.0392
500081,4467.59,0.0478
500082,758.52,0.0073
500083,4105.0,0.0018
500084,6167.37,0.0381
500085,533.48,0.0261
500086,7896.49,0.0452
500087,6102.95,0.0272
500088,6729.66,0.0033
500089,7957.61,0.0342
500090,5247.02,0.0216
500091,9800.2,0.0244
500092,4472.31,0.0201
500093,9249.25,0.0449
500094,3577.72,0.0496
500095,4710.9,0.0124
500096,836.38,0.0224
500097,2097.89,0.0348
500098,4208.05,0.0255
500099,3692.57,0.0493
500100,7483.47,0.0122
500101,4196.93,0.0102
500102,5885.05,0.0137
500103,5489.99,0.023
500104,8425.61,0.0228
500105,3468.5,0.031
500106,9539.33,0.0012
500107,9263.79,0.018
500108,5400.03,0.0395
500109,2297.84,0.035
500110,2669.94,0.0272
500111,2546.7,0.0231
500112,1490.21,0.0025
500113,9205.48,0.0406
500114,5447.01,0.0394
500115,467.8,0.0423
500116,5170.96,0.0196
500117,4328.84,0.0185
500118,659.12,0.0164
500119,27.14,0.0384
500120,4606.27,0.0326
500121,6713.6,0.0158
500122,7660.25,0.0238
500123,2416.83,0.0143
500124,3666.16,0.0279
500125,9163.92,0.0303
500126,34.64,0.0413
500127,1320.53,0.0183
500128,9456.83,0.0211
500129,7381.2,0.0345
500130,5081.55,0.0146
500131,6906.27,0.0283
500132,9688.04,0.0179
500133,2741.5,0.0274
500134,4854.38,0.0145
500135,5802.97,0.0121
500136,3392.8,0.0273
500137,2139.24,0.0123
500138,2656.66,0.0077
500139,5567.58,0.0338
500140,7184.84,0.0477
500141,7090.23,0.0128
500142,3458.39,0.0416
500143,9418.49,0.0208
500144,9086.14,0.0186
500145,1300.38,0.0236
500146,3281.45,0.036
500147,4729.42,0.0323
500148,2698.44,0.028
500149,1222.91,0.0028
500150,4112.03,0.0431
500151,6752.43,0.023
500152,6128.04,0.0102
500153,9461.22,0.0244
500154,5706.67,0.0205
500155,657.65,0.0162
500156,5284.93,0.0449
500157,4410.02,0.0133
500158,405.8,0.0472
500159,8209.2,0.0338
500160,3096.66,0.0083
500161,7807.09,0.0257
500162,2007.42,0.0404
500163,352.44,0.0011
500164,4167.85,0.0358
500165,1706.55,0.0204
500166,5222.72,0.0102
500167,9503.47,0.0485
500168,9019.77,0.0298
500169,8264.56,0.014
500170,213.62,0.0488
500171,6912.64,0.0124
500172,6710.01,0.049
500173,9544.04,0.007
500174,9143.06,0.0374
500175,6940.14,0.034
500176,2204.98,0.0351
500177,5200.08,0.0026
500178,822.17,0.0415
500179,1673.01,0.0046
500180,2655.41,0.0015
500181,3427.88,0.0043
500182,6057.13,0.0067
500183,3197.88,0.003
500184,8050.48,0.0085
500185,4164.97,0.021
500186,5743.52,0.02
500187,7788.26,0.038
500188,8447.49,0.0461
500189,458.81,0.0019
500190,370.92,0.0233
500191,2313.28,0.0157
500192,7029.64,0.0268
500193,2493.34,0.0363
500194,6372.66,0.0441
500195,9482.23,0.0262
500196,1540.32,0.0067
500197,1251.56,0.0168
500198,8314.41,0.033
500199,9225.49,0.0229
500200,4431.72,0.0338
500201,1081.05,0.0333
500202,5420.38,0.0329
500203,8856.62,0.0185
500204,9656.3,0.0461
500205,454.19,0.0388
500206,2538.81,0.0235
500207,5318.59,0.0458
500208,3944.04,0.0333
500209,3249.12,0.0396
500210,8599.75,0.0268
500211,9345.3,0.0412
500212,4207.43,0.0238
500213,5947.91,0.0019
500214,2414.11,0.0239
500215,7606.68,0.0115
500216,1179.59,0.0465
500217,9222.31,0.022
500218,7902.24,0.0371
500219,581.22,0.016
500220,4746.03,0.0295
500221,2708.02,0.0208
500222,1073.18,0.0243
500223,7892.53,0.0271
500224,2912.13,0.0034
500225,7660.27,0.0326
500226,126.43,0.0477
500227,9069.72,0.0262
500228,1.72,0.0012
500229,1052.24,0.0173
500230,7584.2,0.019
500231,387.87,0.0432
500232,2490.91,0.0059
500233,7653.26,0.0203
500234,4503.99,0.0475
500235,1578.22,0.0427
500236,2923.96,0.0234
500237,1709.04,0.0042
500238,4061.68,0.0458
500239,220.74,0.0476
500240,5048.89,0.0273
500241,213.67,0.0118
500242,466.73,0.0023
500243,6475.03,0.0128
500244,5368.83,0.0367
500245,3827.81,0.0175
500246,5035.91,0.0106
500247,866.42,0.0211
500248,5006.64,0.0089
500249,7209.53,0.0391
500250,5087.99,0.0437
500251,1746.5,0.0449
500252,9802.06,0.0171
500253,880.22,0.0456
500254,5903.87,0.0042
500255,6316.88,0.0039
500256,1918.38,0.0384
500257,1997.14,0.0448
500258,6577.23,0.0146
500259,4317.59,0.0258
500260,8616.5,0.0151
500261,1399.71,0.0016
500262,1410.42,0.0472
500263,1909.96,0.0351
500264,6799.09,0.01
500265,8031.56,0.0344
500266,7787.3,0.0045
500267,2629.91,0.0263
500268,8788.84,0.0291
500269,3033.33,0.0447
500270,6684.72,0.0408
500271,5276.34,0.0394
500272,5542.83,0.0446
500273,5746.15,0.0225
500274,1290.11,0.0393
500275,540.99,0.0075
500276,5230.74,0.0425
500277,1129.91,0.0154
500278,3928.14,0.0303
500279,8344.16,0.0363
500280,7835.75,0.0224
500281,1795.79,0.0335
500282,5961.94,0.04
500283,3180.42,0.0092
500284,5401.29,0.0016
500285,6187.34,0.0198
500286,4615.11,0.0049
500287,6496.64,0.0401
500288,5721.63,0.0037
500289,7414.19,0.0213
500290,4272.41,0.0075
500291,9056.0,0.0049
500292,2549.76,0.0301
500293,2851.85,0.0017
500294,1939.24,0.008
500295,628.18,0.0187
500296,9864.17,0.0214
500297,8756.36,0.018
500298,6496.06,0.0359
500299,9793.38,0.0125
500300,6730.81,0.0231
500301,2610.6,0.0101
500302,992.48,0.0151
500303,5356.4,0.0044
500304,1117.34,0.0489
500305,1317.01,0.0444
500306,7979.58,0.048
500307,5030.46,0.0451
500308,8501.4,0.0358
500309,6213.09,0.0302
500310,8815.8,0.0201
500311,5657.45,0.021
500312,8375.3,0.0113
500313,1960.13,0.019
500314,7416.46,0.0089
500315,5549.12,0.0287
500316,4409.12,0.0181
500317,5213.71,0.0092
500318,7666.79,0.0031
500319,315.17,0.0335
500320,563.59,0.045
500321,6343.67,0.0146
500322,8691.85,0.0411
500323,1824.66,0.0064
500324,8423.64,0.0026
500325,9193.83,0.036
500326,4098.65,0.0265
500327,6411.33,0.0287
500328,6215.48,0.0227
500329,6151.06,0.0076
500330,5861.21,0.0251
500331,7221.34,0.0025
500332,3739.78,0.0445
500333,3893.01,0.0198
500334,8169.95,0.007
500335,160.98,0.0421
500336,8490.26,0.0128
500337,8974.21,0.0259
500338,6512.48,0.0433
500339,9919.94,0.0284
500340,2097.67,0.0397
500341,2834.83,0.025
500342,6588.43,0.0016
500343,3156.08,0.0361
500344,5439.15,0.0017
500345,3531.45,0.0418
500346,2868.96,0.0247
500347,5595.63,0.0095
500348,6496.55,0.0273
500349,8158.53,0.0493
500350,4816.19,0.0397
500351,6900.22,0.0136
500352,4203.7,0.0431
500353,747.48,0.0067
500354,6605.84,0.0232
500355,296.86,0.0096
500356,2105.09,0.0343
500357,3743.29,0.034
500358,4602.93,0.0447
500359,4424.18,0.0276
500360,2226.25,0.0054
500361,5984.01,0.0273
500362,5977.25,0.0329
500363,1800.24,0.0469
500364,2081.9,0.0351
500365,280.97,0.0015
500366,7102.95,0.011
500367,1090.98,0.0216
500368,6352.68,0.0294
500369,9798.5,0.0458
500370,590.33,0.0126
500371,6710.27,0.025
500372,1101.41,0.0362
500373,6394.91,0.049
500374,3437.57,0.0431
500375,6960.01,0.0075
500376,5939.22,0.027
500377,2451.06,0.0426
500378,8202.33,0.0407
500379,8887.19,0.0069
500380,207.14,0.0477
500381,5861.22,0.0492
500382,1427.8,0.0156
500383,8598.68,0.011
500384,3942.29,0.0158
500385,2268.59,0.0065
500386,5933.82,0.0035
500387,742.35,0.0344
500388,6216.29,0.0068
500389,1099.37,0.0079
500390,7130.64,0.0221
500391,5140.4,0.0177
500392,9122.98,0.0066
500393,9173.29,0.0446
500394,73.1,0.0258
500395,8362.01,0.0119
500396,3408.54,0.0345
500397,5797.6,0.0025
500398,4253.67,0.0035
500399,1175.06,0.0105
500400,9731.77,0.0397
500401,3479.28,0.0314
500402,5516.76,0.0309
500403,2392.15,0.016
500404,4845.66,0.0308
500405,2372.58,0.0385
500406,4148.22,0.0108
500407,4918.56,0.0122
500408,8279.62,0.0459
500409,1774.82,0.0273
500410,128.04,0.0496
500411,8756.78,0.0305
500412,1794.24,0.0037
500413,6087.75,0.0347
500414,3558.08,0.0302
500415,4986.65,0.0319
500416,7341.03,0.0012
500417,9712.39,0.0478
500418,5123.46,0.0244
500419,1222.42,0.0147
500420,4351.47,0.0136
500421,6934.57,0.0101
500422,916.9,0.0065
500423,2623.29,0.0241
500424,114.49,0.0146
500425,6311.99,0.0013
500426,9333.04,0.0419
500427,8164.21,0.0174
500428,71.4,0.0276
500429,1033.92,0.0241
500430,5596.54,0.0215
500431,4433.15,0.0492
500432,4668.51,0.0451
500433,5031.78,0.0022
500434,775.5,0.011
500435,5115.56,0.0263
500436,1860.66,0.0327
500437,9628.73,0.003
500438,8888.2,0.0434
500439,7913.4,0.0178
500440,9811.26,0.0102
500441,2297.32,0.0267
500442,6820.93,0.0082
500443,4622.39,0.011
500444,9234.18,0.0479
500445,1297.49,0.0203
500446,5542.09,0.0442
500447,3693.58,0.0219
500448,7246.26,0.0169
500449,3585.7,0.0417
500450,178.07,0.0079
500451,9230.79,0.043
500452,9046.96,0.0378
500453,1191.1,0.0477
500454,8442.95,0.0016
500455,3034.67,0.0233
500456,4722.67,0.0182
500457,1616.39,0.0168
500458,781.12,0.0143
500459,8729.97,0.0499
500460,100.1,0.0481
500461,9952.38,0.0444
500462,9138.81,0.0205
500463,5455.42,0.016
500464,2335.67,0.0491
500465,441.64,0.0129
500466,6379.45,0.0438
500467,3121.89,0.0306
500468,425.5,0.0402
500469,7266.8,0.0239
500470,3708.55,0.0046
500471,8576.75,0.0104
500472,8832.26,0.0445
500473,9726.16,0.015
500474,5897.24,0.0166
500475,4039.7,0.0325
500476,708.88,0.0254
500477,9588.65,0.0417
500478,8053.87,0.0389
500479,3481.34,0.007
500480,259.26,0.0122
500481,6134.06,0.0287
500482,4173.03,0.004
500483,2688.71,0.0277
500484,1187.47,0.0251
500485,4355.88,0.0454
500486,7486.71,0.0114
500487,2558.2,0.01
500488,6693.39,0.0067
500489,7929.99,0.0209
500490,2162.1,0.0228
500491,6712.33,0.0488
500492,6472.92,0.0457
500493,1510.22,0.0114
500494,8222.04,0.0402
500495,1329.35,0.0117
500496,8031.4,0.0179
500497,2605.34,0.0049
500498,2085.26,0.0173
500499,2879.37,0.0125
500500,6156.32,0.0017
500501,750.71,0.0477
500502,2637.39,0.0063
500503,3078.42,0.009
500504,8925.44,0.0394
500505,8742.76,0.015
500506,6074.69,0.0054
500507,5118.01,0.0394
500508,9442.31,0.0387
500509,4464.77,0.0358
500510,5537.88,0.0388
500511,7401.96,0.025
500512,4630.02,0.0395
500513,6044.23,0.0142
500514,179.53,0.0335
500515,9545.54,0.0263
500516,5342.48,0.0213
500517,8053.3,0.047
500518,6867.5,0.0161
500519,2123.22,0.0214
500520,2489.72,0.0367
500521,6379.82,0.0162
500522,4614.17,0.0275
500523,8350.73,0.0425
500524,8464.29,0.0065
500525,7217.54,0.0033
500526,1324.4,0.0403
500527,5753.03,0.0142
500528,2816.36,0.0127
500529,9596.29,0.0465
500530,7891.97,0.0129
500531,6853.29,0.0029
500532,3409.09,0.0011
500533,7485.06,0.0238
500534,6228.67,0.0297
500535,3846.34,0.0405
500536,4371.42,0.0383
500537,5734.47,0.0432
500538,6743.56,0.0025
500539,6496.71,0.0325
500540,4241.78,0.026
500541,7629.36,0.0483
500542,2624.85,0.0154
500543,1144.52,0.0169
500544,9098.61,0.0075
500545,3281.94,0.0315
500546,3217.6,0.0458
500547,3649.77,0.0143
500548,8960.72,0.0325
500549,7137.63,0.0448
500550,6873.6,0.0166
500551,9986.31,0.0477
500552,1574.65,0.0042
500553,3401.86,0.0268
500554,4834.26,0.0449
500555,4195.09,0.0301
500556,4761.02,0.0326
500557,9113.65,0.0248
500558,4810.88,0.0125
500559,8006.12,0.0111
500560,8841.13,0.0272
500561,6005.66,0.0209
500562,6170.0,0.0147
500563,5382.04,0.0203
500564,958.51,0.0256
500565,9548.39,0.0348
500566,5440.11,0.0399
500567,1955.39,0.0478
500568,7855.13,0.0155
500569,1528.71,0.0328
500570,3754.58,0.0115
500571,9704.74,0.0494
500572,4605.95,0.0387
500573,8000.54,0.0149
500574,7122.54,0.0013
500575,9085.8,0.0078
500576,1568.4,0.0466
500577,3884.47,0.0375
500578,8314.35,0.0045
500579,3671.18,0.0475
500580,7378.78,0.0259
500581,3267.15,0.0484
500582,3525.13,0.0209
500583,8458.29,0.0463
500584,9251.16,0.0277
500585,4568.19,0.0443
500586,5574.0,0.0212
500587,5144.14,0.0088
500588,6565.11,0.0183
500589,7407.46,0.0084
500590,5968.53,0.0303
500591,8367.79,0.0269
500592,4109.59,0.0356
500593,9365.34,0.0402
500594,9453.0,0.0027
500595,1886.88,0.015
500596,8483.59,0.0483
500597,4961.23,0.0169
500598,609.1,0.0496
500599,3420.82,0.0108
500600,8972.24,0.0195
500601,1682.26,0.0245
500602,7611.6,0.0249
500603,9829.15,0.027
500604,8718.11,0.0216
500605,106.46,0.049
500606,6947.02,0.0047
500607,7779.03,0.0185
500608,9107.11,0.0287
500609,2174.33,0.0085
500610,4568.24,0.0142
500611,6787.93,0.0498
500612,8403.92,0.0483
500613,8203.08,0.0048
500614,4555.0,0.0243
500615,5485.68,0.0229
500616,4710.73,0.0371
500617,4364.54,0.0413
500618,7232.81,0.0034
500619,5258.26,0.0287
500620,6905.2,0.0248
500621,9019.47,0.0431
500622,5697.14,0.0044
500623,5159.09,0.0495
500624,2687.74,0.0402
500625,270.14,0.0289
500626,4990.61,0.0211
500627,344.03,0.0097
500628,105.63,0.0123
500629,2644.16,0.0375
500630,3893.74,0.0048
500631,4149.56,0.0307
500632,9327.87,0.0248
500633,2761.66,0.0122
500634,4248.74,0.0224
500635,8972.61,0.0428
500636,2973.88,0.0112
500637,3429.51,0.0015
500638,5143.53,0.0086
500639,8733.24,0.0106
500640,3403.03,0.0304
500641,1588.45,0.0107
500642,2656.89,0.0218
500643,6802.89,0.0124
500644,5197.49,0.0409
500645,5584.99,0.0071
500646,859.79,0.041
500647,7176.8,0.0114
500648,1110.58,0.0386
500649,8343.49,0.0107
500650,7425.81,0.0381
500651,7207.06,0.0234
500652,3960.73,0.0182
500653,3229.28,0.0416
500654,2055.95,0.0255
500655,6342.98,0.0081
500656,2210.97,0.0283
500657,7145.89,0.0036
500658,2706.78,0.014
500659,6363.43,0.0105
500660,8440.05,0.0239
500661,952.11,0.036
500662,9024.52,0.0193
500663,6125.34,0.0107
500664,5267.83,0.0202
500665,1520.23,0.041
500666,4997.0,0.047
500667,8755.45,0.0245
500668,7305.21,0.0301
500669,711.79,0.0179
500670,7370.04,0.0371
500671,1958.64,0.0261
500672,19.66,0.0247
500673,7769.78,0.0018
500674,3812.12,0.0409
500675,3173.89,0.0048
500676,8005.51,0.0224
500677,1366.65,0.0124
500678,9493.22,0.0483
500679,9754.8,0.0431
500680,5737.7,0.0369
500681,2916.7,0.0426
500682,1745.44,0.0298
500683,5906.46,0.0167
500684,5574.81,0.0113
500685,1778.15,0.0364
500686,6843.1,0.0107
500687,3114.52,0.0268
500688,7835.46,0.0275
500689,628.9,0.0097
500690,6032.28,0.0182
500691,8969.29,0.0265
500692,8765.48,0.0134
500693,7120.1,0.034
500694,3871.18,0.0202
500695,7047.83,0.0222
500696,1675.98,0.0366
500697,8963.97,0.0133
500698,2084.84,0.0403
500699,6598.11,0.0096
500700,5696.01,0.0016
500701,413.83,0.0439
500702,9496.23,0.0477
500703,7564.75,0.0088
500704,8024.82,0.0268
500705,2944.21,0.0016
500706,3953.82,0.0058
500707,4543.74,0.0468
500708,929.72,0.0284
500709,13.0,0.0353
500710,6815.89,0.0234
500711,3128.47,0.0363
500712,2287.41,0.0102
500713,3909.71,0.0198
500714,5152.95,0.0211
500715,5140.57,0.0326
500716,2475.37,0.048
500717,9521.2,0.0067
500718,1770.46,0.042
500719,3087.37,0.0112
500720,5529.4,0.0061
500721,1999.77,0.0476
500722,6751.83,0.0212
500723,2005.42,0.0063
500724,707.71,0.0329
500725,5892.45,0.0214
500726,6921.33,0.0297
500727,1356.65,0.0431
500728,2694.36,0.0024
500729,5261.33,0.033
500730,1278.19,0.0353
500731,7807.12,0.0156
500732,7783.16,0.0268
500733,8699.47,0.0324
500734,8499.06,0.0216
500735,5003.95,0.0294
500736,4542.03,0.0197
500737,9313.47,0.0245
500738,3280.78,0.0423
500739,5872.33,0.0462
500740,3647.96,0.048
500741,1304.38,0.043
500742,2746.18,0.0378
500743,2145.29,0.0257
500744,2647.98,0.0019
500745,9018.34,0.0158
500746,8783.94,0.0075
500747,6757.49,0.0461
500748,3571.36,0.0173
500749,1356.98,0.0043
500750,3645.16,0.0066
500751,3618.64,0.033
500752,4792.64,0.0155
500753,8632.06,0.0241
500754,9001.71,0.0484
500755,3396.67,0.0015
500756,7717.01,0.0141
500757,841.36,0.044
500758,1303.28,0.0115
500759,3453.93,0.0059
500760,5036.6,0.0288
500761,487.21,0.0208
500762,1961.89,0.0475
500763,4338.97,0.0078
500764,8386.87,0.0167
500765,7291.05,0.0375
500766,570.97,0.0246
500767,4959.73,0.0126
500768,4370.1,0.0153
500769,5909.38,0.0498
500770,3826.4,0.0184
500771,3425.7,0.0479
500772,6798.88,0.0213
500773,1410.39,0.0456
500774,1224.27,0.0222
500775,9037.93,0.0228
500776,6572.62,0.0435
500777,4570.86,0.0183
500778,8300.51,0.033
500779,9992.72,0.0231
500780,5498.51,0.0403
500781,2644.06,0.0265
500782,6753.61,0.0317
500783,3943.24,0.0239
500784,9917.9,0.0437
500785,706.36,0.0059
500786,904.98,0.0454
500787,9277.22,0.0333
500788,8124.58,0.0458
500789,2182.36,0.0358
500790,8886.77,0.0033
500791,7042.06,0.0305
500792,290.81,0.0108
500793,1094.55,0.035
500794,9996.67,0.0228
500795,3951.74,0.0109
500796,5091.35,0.0217
500797,3245.16,0.0353
500798,1641.31,0.0408
500799,5801.04,0.0445
500800,4045.08,0.0032
500801,7642.23,0.0369
500802,4553.54,0.0379
500803,8132.23,0.011
500804,3923.01,0.0339
500805,5177.17,0.041
500806,1585.73,0.0012
500807,3421.26,0.0133
500808,4676.89,0.0034
500809,1946.65,0.0108
500810,9335.33,0.0246
500811,853.15,0.0152
500812,4798.27,0.0048
500813,4110.01,0.0356
500814,9020.73,0.0078
500815,4763.63,0.0108
500816,980.29,0.0098
500817,1762.88,0.0166
500818,2649.46,0.038
500819,8913.31,0.0135
500820,3915.1,0.0302
500821,5355.69,0.0403
500822,4484.97,0.0433
500823,3832.7,0.004
500824,3269.16,0.0055
500825,3237.19,0.0078
500826,7031.4,0.0183
500827,7484.1,0.0179
500828,1115.95,0.0123
500829,9723.26,0.0362
500830,999.94,0.0471
500831,382.55,0.0066
500832,5470.44,0.023
500833,2310.85,0.0335
500834,7517.38,0.0308
500835,3168.21,0.0351
500836,4589.26,0.0145
500837,1426.48,0.0319
500838,8323.37,0.045
500839,3451.98,0.041
500840,1282.81,0.0052
500841,1680.61,0.0064
500842,8115.54,0.0068
500843,2701.23,0.0392
500844,70.3,0.0455
500845,6129.26,0.0328
500846,3805.03,0.0214
500847,183.3,0.008
500848,389.52,0.036
500849,1222.51,0.012
500850,5281.82,0.0405
500851,7381.49,0.0392
500852,6101.84,0.031
500853,2257.43,0.0361
500854,1522.82,0.0416
500855,1365.06,0.0123
500856,1210.98,0.0403
500857,9117.26,0.0422
500858,6105.49,0.0157
500859,4166.61,0.0455
500860,4629.01,0.02
500861,721.22,0.0339
500862,7746.43,0.0408
500863,5109.9,0.02
500864,9565.58,0.0419
500865,160.36,0.0198
500866,3470.7,0.0164
500867,1206.0,0.0074
500868,8688.43,0.0464
500869,8206.95,0.0472
500870,4521.51,0.0073
500871,52.6,0.039
500872,4685.22,0.0179
500873,6258.85,0.0306
500874,9656.49,0.0018
500875,3977.28,0.0324
500876,8208.7,0.0124
500877,7377.82,0.0023
500878,9340.02,0.0356
500879,8225.4,0.0231
500880,7224.42,0.014
500881,5730.65,0.0049
500882,4909.33,0.0294
500883,579.1,0.0092
500884,1534.76,0.0201
500885,8385.28,0.0281
500886,6832.1,0.0228
500887,9456.93,0.0252
500888,4835.4,0.0182
500889,6601.58,0.017
500890,2428.52,0.0324
500891,6459.16,0.0108
500892,9653.36,0.0119
500893,7869.86,0.0368
500894,7012.46,0.0377
500895,894.65,0.0364
500896,3482.56,0.0141
500897,1238.46,0.0087
500898,3678.32,0.0484
500899,3109.43,0.0243
500900,3582.13,0.0316
500901,5390.95,0.0269
500902,7160.67,0.0447
500903,5185.27,0.0113
500904,3500.95,0.0284
500905,5710.15,0.0441
500906,6174.9,0.0495
500907,8099.93,0.0155
500908,6825.17,0.0294
500909,6395.11,0.0065
500910,8556.14,0.0163
500911,8921.79,0.0087
500912,5687.39,0.014
500913,1464.58,0.0306
500914,4937.08,0.048
500915,2843.27,0.0134
500916,4279.17,0.0491
500917,6938.76,0.0446
500918,5881.62,0.0307
500919,7909.37,0.0173
500920,5393.14,0.0371
500921,8229.53,0.046
500922,1446.76,0.0181
500923,7772.0,0.041
500924,1109.22,0.0469
500925,4013.43,0.0114
500926,9325.22,0.0387
500927,1313.85,0.0299
500928,5223.25,0.0474
500929,5108.77,0.0382
500930,2686.38,0.04
500931,6696.68,0.0034
500932,4624.3,0.0172
500933,9592.22,0.0051
500934,6197.71,0.009
500935,5889.03,0.0104
500936,1213.08,0.0482
500937,9299.14,0.039
500938,1663.59,0.0481
500939,85.64,0.0037
500940,1363.05,0.0452
500941,736.42,0.0278
500942,5378.76,0.0099
500943,5322.91,0.009
500944,5902.26,0.0299
500945,510.66,0.0441
500946,9692.86,0.0169
500947,9380.33,0.0253
500948,5411.37,0.0384
500949,9479.12,0.0171
500950,1420.15,0.0141
500951,5145.82,0.034
500952,4963.66,0.016
500953,1411.03,0.0203
500954,1400.81,0.0202
500955,7231.26,0.039
500956,7772.33,0.0452
500957,5693.18,0.0119
500958,798.63,0.0207
500959,604.8,0.0415
500960,7791.48,0.0494
500961,1939.3,0.0277
500962,2287.46,0.0135
500963,9019.06,0.0222
500964,890.34,0.0376
500965,2874.84,0.0432
500966,6913.03,0.0377
500967,2157.63,0.0428
500968,1218.25,0.0232
500969,7635.48,0.0294
500970,9429.62,0.0397
500971,8654.3,0.0059
500972,9804.09,0.0359
500973,4747.41,0.0339
500974,4693.84,0.0178
500975,884.39,0.0332
500976,9346.71,0.0496
500977,5354.81,0.0359
500978,5592.76,0.0338
500979,7596.2,0.0048
500980,1247.28,0.0494
500981,2440.32,0.0263
500982,1937.17,0.0475
500983,1848.66,0.032
500984,6743.5,0.0374
500985,1714.15,0.0485
500986,8530.97,0.0412
500987,3694.98,0.0039
500988,8270.82,0.0461
500989,3767.11,0.0055
500990,4029.99,0.0042
500991,9196.43,0.0415
500992,219.82,0.0028
500993,3563.37,0.0142
500994,490.84,0.0489
500995,2050.91,0.0442
500996,591.75,0.0057
500997,2877.69,0.0059
500998,8265.22,0.0073
500999,8263.47,0.0164
501000,1945.34,0.0286
501001,6650.07,0.0409
501002,6049.02,0.0467
501003,2937.7,0.0093
501004,7067.46,0.0317
501005,6966.59,0.0458
501006,9589.3,0.0016
501007,2642.79,0.0478
501008,6288.02,0.046
501009,3274.59,0.0194
501010,4250.13,0.0015
501011,8418.89,0.0144
501012,9130.02,0.0012
501013,4626.83,0.0253
501014,4309.9,0.0286
501015,4165.65,0.0175
501016,2926.53,0.0448
501017,1235.01,0.0305
501018,8497.2,0.0308
501019,5647.31,0.0442
501020,5908.5,0.0283
501021,3501.42,0.0443
501022,6034.43,0.0137
501023,3016.6,0.006
501024,7055.55,0.0219
501025,7406.54,0.028
501026,2781.54,0.0203
501027,5263.83,0.0103
501028,9765.2,0.0449
501029,4236.82,0.0204
501030,2373.19,0.0421
501031,7578.95,0.0439
501032,1989.58,0.0393
501033,9576.74,0.0331
501034,6898.71,0.0086
501035,2298.62,0.0024
501036,1646.6,0.0129
501037,8813.15,0.0129
501038,9397.27,0.0121
501039,3069.47,0.0027
501040,8847.97,0.0495
501041,8616.5,0.0013
501042,2468.29,0.0261
501043,4471.51,0.0225
501044,1580.72,0.014
501045,2779.16,0.0326
501046,1142.92,0.0237
501047,3783.15,0.0296
501048,4903.49,0.0302
501049,8222.83,0.0422
501050,7064.39,0.0289
501051,7327.42,0.0037
501052,2294.74,0.0016
501053,82.48,0.0281
501054,1566.83,0.016
501055,5965.62,0.0347
501056,7575.66,0.0347
501057,2892.16,0.0369
501058,3131.25,0.0295
501059,7010.83,0.0273
501060,5705.36,0.0142
501061,5755.42,0.0046
501062,6661.15,0.0089
501063,1234.21,0.0126
501064,5736.1,0.0045
501065,2289.2,0.0113
501066,9862.01,0.0203
501067,4681.11,0.0405
501068,50.65,0.0077
501069,4788.72,0.0037
501070,9660.98,0.0086
501071,8104.92,0.0253
501072,4546.53,0.0107
501073,2912.85,0.0253
501074,2194.38,0.0026
501075,3681.53,0.0273
501076,7461.11,0.0209
501077,1292.62,0.002
501078,5658.29,0.024
501079,5788.03,0.0147
501080,5626.22,0.0322
501081,1569.49,0.0443
501082,4302.87,0.0207
501083,6991.76,0.0033
501084,5082.48,0.0261
501085,4169.96,0.0494
501086,2766.34,0.0497
501087,8732.74,0.0422
501088,9851.06,0.0392
501089,7293.93,0.039
501090,5360.84,0.0272
