transaction_id,amount,fee_rate
250140,5485.14,0.0445
250141,4585.39,0.0333
250142,900.38,0.0171
250143,6429.51,0.0284
250144,776.9,0.0457
250145,7661.14,0.0074
250146,4539.54,0.0161
250147,2737.24,0.0469
250148,952.23,0.006
250149,9257.07,0.0158
250150,7982.82,0.0278
250151,532.92,0.0251
250152,8194.74,0.0179
250153,3936.99,0.0072
250154,2508.16,0.0119
250155,5069.97,0.0017
250156,2464.27,0.0253
250157,4903.58,0.0374
250158,8683.64,0.0394
250159,2295.68,0.0123
250160,6829.12,0.0241
250161,2289.83,0.0387
250162,8449.87,0.0408
250163,3486.92,0.0391
250164,3869.46,0.0015
250165,6335.34,0.0237
250166,7460.12,0.0159
250167,113.99,0.0099
250168,835.27,0.0498
250169,6679.02,0.0166
250170,484.05,0.0262
250171,7765.17,0.0233
250172,7199.41,0.0029
250173,9960.89,0.0181
250174,940.65,0.0026
250175,7811.6,0.0407
250176,7785.64,0.017
250177,9861.55,0.0086
250178,450.92,0.0419
250179,7523.19,0.0216
250180,1948.44,0.0261
250181,6780.06,0.0403
250182,9134.74,0.007
250183,5965.52,0.0199
250184,732.58,0.0371
250185,222.79,0.0489
250186,7030.44,0.0301
250187,6889.59,0.015
250188,5342.41,0.0288
250189,70.55,0.0185
250190,158.35,0.015
250191,4763.58,0.0254
250192,3525.24,0.0443
250193,5998.06,0.0172
250194,2178.52,0.0116
250195,471.59,0.0299
250196,7557.52,0.0043
250197,3817.33,0.0144
250198,3408.44,0.028
250199,7748.95,0.0189
250200,6802.27,0.0028
250201,1648.6,0.0384
250202,3623.66,0.0091
250203,7028.19,0.0362
250204,7540.13,0.0311
250205,5346.42,0.0013
250206,2483.73,0.035
250207,4825.64,0.0141
250208,3131.55,0.0226
250209,8827.31,0.0011
250210,449.96,0.001
250211,1184.99,0.0217
250212,4647.49,0.0337
250213,5818.87,0.0467
250214,3837.92,0.0458
250215,8982.74,0.0038
250216,5295.82,0.0117
250217,1480.79,0.0046
250218,9505.64,0.0459
250219,4813.3,0.0455
250220,4519.86,0.028
250221,124.68,0.0294
250222,1976.86,0.0292
250223,5137.92,0.0361
250224,41.63,0.0437
250225,4409.84,0.0434
250226,8667.05,0.0429
250227,8254.59,0.0115
250228,2340.02,0.04
250229,4923.83,0.0473
250230,3027.1,0.0137
250231,826.49,0.0412
250232,2160.24,0.0155
250233,1788.37,0.0457
250234,351.65,0.0477
250235,1604.86,0.0463
250236,16.16,0.0427
250237,3527.73,0.0183
250238,8467.93,0.0066
250239,4829.24,0.0025
250240,496.36,0.0121
250241,967.72,0.001
250242,623.92,0.0133
250243,9734.72,0.0151
250244,573.42,0.0139
250245,2106.67,0.0465
250246,2385.42,0.0463
250247,5680.73,0.0147
250248,6297.93,0.0346
250249,5034.19,0.0319
250250,2322.35,0.0044
250251,8848.7,0.0331
250252,8984.11,0.0202
250253,288.44,0.0415
250254,3646.03,0.0037
250255,701.79,0.0484
250256,7880.66,0.0215
250257,8397.87,0.0396
250258,5481.44,0.0332
250259,5676.41,0.0324
250260,3757.85,0.0188
250261,1364.99,0.0245
250262,5692.91,0.0394
250263,6134.89,0.0059
250264,2027.11,0.028
250265,1250.68,0.0393
250266,2678.9,0.0133
250267,1952.07,0.0229
250268,3738.67,0.0022
250269,5834.58,0.0169
250270,1753.14,0.0432
250271,4636.29,0.0196
250272,4091.65,0.0433
250273,3415.49,0.0331
250274,1755.63,0.0469
250275,8546.76,0.0437
250276,7611.62,0.0372
250277,9636.64,0.0483
250278,5547.76,0.0359
250279,6209.67,0.0459
250280,8774.11,0.0429
250281,6491.33,0.0408
250282,3179.83,0.0025
250283,1500.59,0.0393
250284,1135.2,0.04
250285,9443.88,0.0109
250286,9276.67,0.0342
250287,804.24,0.0104
250288,7014.24,0.0055
250289,5283.42,0.0043
250290,6291.81,0.0115
250291,1279.38,0.0097
250292,1032.18,0.0166
250293,109.69,0.0369
250294,6808.8,0.0067
250295,8405.76,0.0404
250296,1518.21,0.047
250297,586.36,0.0362
250298,544.18,0.0045
250299,4648.02,0.0417
250300,1082.57,0.0049
250301,9919.71,0.0462
250302,4684.36,0.0155
250303,8627.55,0.0155
250304,9955.01,0.0363
250305,6431.14,0.0053
250306,4918.11,0.0138
250307,5500.5,0.0417
250308,6443.39,0.0483
250309,3222.22,0.0119
250310,2130.66,0.0137
250311,2058.97,0.012
250312,6774.33,0.0096
250313,9539.66,0.0116
250314,3862.62,0.0329
250315,5580.67,0.0228
250316,1215.67,0.0478
250317,4524.83,0.0332
250318,1583.85,0.0193
250319,34.55,0.0365
250320,7225.33,0.0164
250321,298.15,0.0373
250322,8767.29,0.04
250323,2579.17,0.0323
250324,1526.29,0.0216
250325,9423.85,0.045
250326,4077.2,0.025
250327,2744.35,0.0485
250328,6038.64,0.0429
250329,2102.44,0.0456
250330,4412.99,0.0108
250331,644.38,0.048
250332,3274.22,0.0474
250333,2064.47,0.0241
250334,8580.84,0.0081
250335,6745.38,0.0418
250336,9451.53,0.0333
250337,1576.16,0.0241
250338,7382.75,0.0466
250339,3067.04,0.0476
250340,4927.41,0.0335
250341,3562.88,0.0051
250342,6439.3,0.0089
250343,794.22,0.0115
250344,7593.45,0.0126
250345,1971.91,0.0312
250346,4065.74,0.037
250347,5971.47,0.0416
250348,9368.31,0.0069
250349,9964.6,0.0366
250350,1551.66,0.0365
250351,4695.86,0.0014
250352,8313.34,0.049
250353,2984.6,0.0463
250354,8391.22,0.0248
250355,6691.29,0.0368
250356,5703.06,0.0485
250357,3365.13,0.034
250358,4190.19,0.0184
250359,9003.9,0.0399
250360,7965.51,0.0175
250361,4062.46,0.0227
250362,6732.98,0.0186
250363,8595.81,0.04
250364,8354.37,0.03
250365,4790.5,0.035
250366,6591.82,0.0461
250367,6388.33,0.0099
250368,3030.93,0.048
250369,7811.89,0.0261
250370,8186.27,0.0038
250371,7402.35,0.0288
250372,1783.13,0.0064
250373,4709.14,0.0292
250374,9853.35,0.0186
250375,502.26,0.0363
250376,2257.12,0.0034
250377,1866.22,0.0107
250378,1171.21,0.0237
250379,724.59,0.0416
250380,2997.07,0.0106
250381,973.9,0.0157
250382,4926.04,0.0102
250383,2634.71,0.0103
250384,1865.32,0.0416
250385,7730.31,0.0392
250386,2232.49,0.0206
250387,4953.31,0.0418
250388,5460.6,0.0179
250389,5077.97,0.041
250390,8228.7,0.0338
250391,55.11,0.038
250392,9149.43,0.0329
250393,7873.33,0.0344
250394,2483.98,0.0158
250395,7010.26,0.0481
250396,4486.48,0.0116
250397,9749.31,0.0211
250398,4132.48,0.0162
250399,2058.68,0.0071
250400,8483.99,0.0444
250401,5445.45,0.0089
250402,6199.28,0.0457
250403,6184.63,0.0058
250404,524.47,0.0366
250405,6386.84,0.0094
250406,3227.07,0.0336
250407,9917.19,0.0099
250408,4551.09,0.0321
250409,3248.89,0.0441
250410,6767.77,0.044
250411,942.2,0.0115
250412,6134.6,0.0023
250413,7134.41,0.001
250414,3469.66,0.015
250415,4711.91,0.0339
250416,3355.8,0.028
250417,3530.47,0.008
250418,6713.26,0.0174
250419,4934.44,0.009
250420,2116.69,0.0071
250421,3932.34,0.0394
250422,1458.63,0.0196
250423,5072.6,0.0141
250424,5641.57,0.0049
250425,4827.29,0.045
250426,770.88,0.0402
250427,1639.01,0.0491
250428,358.28,0.0328
250429,7955.8,0.0119
250430,2672.12,0.0057
250431,1910.77,0.0137
250432,2433.26,0.0495
250433,7265.13,0.0382
250434,8944.37,0.0029
250435,7024.79,0.0364
250436,9779.86,0.0217
250437,8590.74,0.0243
250438,3789.51,0.0149
250439,4581.92,0.0362
250440,5196.55,0.0088
250441,899.75,0.0384
250442,2057.1,0.0229
250443,5372.4,0.0265
250444,7142.62,0.015
250445,4633.63,0.0089
250446,7298.97,0.0356
250447,5092.11,0.0316
250448,5345.97,0.0479
250449,3644.01,0.0273
250450,2819.89,0.0114
250451,1573.21,0.0344
250452,7571.15,0.0126
250453,949.35,0.0492
250454,4483.5,0.0407
250455,2260.43,0.0363
250456,9768.59,0.0186
250457,6396.74,0.0428
250458,4421.13,0.0421
250459,114.71,0.0167
250460,6386.25,0.0422
250461,6671.85,0.0125
250462,6541.64,0.0457
250463,3564.64,0.0414
250464,5095.53,0.0388
250465,410.19,0.0424
250466,7314.29,0.047
250467,6109.38,0.0362
250468,353.31,0.0457
250469,5159.35,0.0223
250470,9617.14,0.0216
250471,9675.57,0.0468
250472,8759.35,0.0187
250473,7013.12,0.0395
250474,599.96,0.0128
250475,3707.32,0.0022
250476,7926.03,0.0392
250477,2850.03,0.0476
250478,4281.99,0.0285
250479,3238.66,0.042
250480,7355.19,0.0473
250481,6324.03,0.0353
250482,5820.9,0.0146
250483,3611.58,0.0385
250484,844.41,0.0067
250485,6328.07,0.0053
250486,9936.63,0.0142
250487,9370.2,0.015
250488,1324.55,0.0112
250489,4716.05,0.0179
250490,416.58,0.0404
250491,8967.01,0.0281
250492,3463.48,0.0376
250493,415.15,0.0371
250494,783.11,0.0214
250495,43.38,0.0483
250496,7453.81,0.0182
250497,6084.35,0.0397
250498,249.72,0.03
250499,5615.22,0.0452
250500,4602.93,0.0081
250501,3156.6,0.0355
250502,2505.03,0.0147
250503,2874.12,0.0292
250504,4446.07,0.0304
250505,1245.79,0.012
250506,4815.37,0.0305
250507,5030.04,0.0233
250508,8749.12,0.0327
250509,6714.79,0.0269
250510,9758.59,0.0465
250511,2122.97,0.0378
250512,2817.7,0.0363
250513,4022.61,0.0294
250514,377.85,0.0382
250515,4869.0,0.027
250516,7736.74,0.0093
250517,850.7,0.026
250518,2041.57,0.0123
250519,1987.41,0.002
250520,7303.63,0.0452
250521,5083.96,0.0305
250522,1351.84,0.0145
250523,1148.88,0.0479
250524,2057.86,0.0303
250525,2237.57,0.0124
250526,9369.57,0.0211
250527,1276.52,0.0213
250528,3948.03,0.0079
250529,3975.33,0.0385
250530,8809.92,0.0052
250531,9505.37,0.0063
250532,7767.92,0.0497
250533,1811.67,0.0104
250534,3481.47,0.0114
250535,4705.59,0.0469
250536,6722.38,0.038
250537,2712.08,0.002
250538,8490.73,0.0291
250539,4151.47,0.02
250540,8190.91,0.0234
250541,9996.03,0.0193
250542,178.63,0.0033
250543,9779.43,0.02
250544,2959.07,0.0186
250545,1892.51,0.0317
250546,6324.12,0.0075
250547,6487.93,0.0231
250548,7328.55,0.0491
250549,966.14,0.0174
250550,2546.29,0.0026
250551,3596.32,0.0393
250552,9992.43,0.0474
250553,7442.62,0.0203
250554,997.69,0.0365
250555,8648.65,0.0064
250556,4370.16,0.0366
250557,7780.25,0.0014
250558,9660.48,0.0239
250559,3522.94,0.0026
250560,5210.66,0.0416
250561,4900.96,0.0175
250562,2620.93,0.0044
250563,4341.7,0.0354
250564,1031.75,0.0017
250565,153.78,0.017
250566,7185.85,0.0333
250567,2726.35,0.0168
250568,6087.67,0.0384
250569,6355.57,0.0397
250570,5038.56,0.0076
250571,860.71,0.0203
250572,4614.14,0.0465
250573,3421.66,0.0436
250574,189.95,0.0149
250575,6393.94,0.0112
250576,9363.75,0.0323
250577,5548.55,0.0162
250578,4578.5,0.0212
250579,7328.04,0.0151
250580,9448.04,0.0252
250581,6100.9,0.0357
250582,2766.58,0.0498
250583,7521.95,0.0144
250584,539.88,0.0241
250585,9480.43,0.01
250586,1608.02,0.0129
250587,5393.33,0.0065
250588,1684.33,0.022
250589,2789.56,0.039
250590,8029.4,0.0423
250591,4367.68,0.0221
250592,9984.83,0.0462
250593,7725.16,0.0022
250594,2468.19,0.0223
250595,4184.25,0.0253
250596,4327.46,0.0357
250597,7518.19,0.0183
250598,867.58,0.0196
250599,4401.96,0.0131
250600,4308.29,0.0299
250601,2115.5,0.0312
250602,109.08,0.0113
250603,7864.49,0.0461
250604,6793.55,0.0457
250605,3446.31,0.0264
250606,4880.49,0.0363
250607,1237.79,0.0287
250608,8135.89,0.0302
250609,4092.73,0.0277
250610,271.27,0.0327
250611,9741.29,0.0115
250612,159.92,0.0288
250613,6644.85,0.0046
250614,8182.58,0.0267
250615,9206.13,0.0154
250616,8691.89,0.024
250617,527.93,0.0019
250618,3336.43,0.047
250619,7670.17,0.0313
250620,5237.12,0.0491
250621,9666.8,0.0374
250622,5783.39,0.0311
250623,8947.74,0.0092
250624,9990.44,0.0363
250625,9555.68,0.0076
250626,9502.99,0.0335
250627,7431.04,0.0342
250628,1483.66,0.0389
250629,9332.7,0.0499
250630,4529.08,0.0042
250631,2818.88,0.005
250632,8981.14,0.0047
250633,384.59,0.0388
250634,2536.99,0.0132
250635,1276.57,0.0404
250636,8168.7,0.0187
250637,5689.08,0.0261
250638,8727.68,0.0175
250639,9103.54,0.0204
250640,68.05,0.0416
250641,4242.78,0.0488
250642,8508.64,0.0231
250643,9792.75,0.0059
250644,6673.69,0.05
250645,1482.32,0.0177
250646,7982.01,0.0442
250647,223.66,0.026
250648,1376.99,0.0434
250649,5669.89,0.0373
250650,165.02,0.0149
250651,8314.52,0.0075
250652,102.19,0.0253
250653,196.35,0.0266
250654,8217.3,0.027
250655,487.86,0.0331
250656,8828.45,0.0454
250657,3722.91,0.0226
250658,9350.4,0.0011
250659,945.03,0.0424
250660,7094.14,0.0023
250661,7731.23,0.038
250662,8952.25,0.0435
250663,7697.0,0.0411
250664,3469.08,0.0459
250665,1397.37,0.0318
250666,8373.98,0.0039
250667,6346.58,0.0026
250668,7230.82,0.0427
250669,4854.21,0.0174
250670,6319.92,0.0414
250671,2435.1,0.0023
250672,7965.35,0.0179
250673,3848.32,0.0108
250674,363.46,0.0194
250675,3078.25,0.0148
250676,3195.68,0.0407
250677,3939.88,0.0258
250678,9725.73,0.0236
250679,4444.1,0.045
250680,4474.02,0.0033
250681,2836.23,0.0309
250682,3471.82,0.0409
250683,6048.95,0.0062
250684,1086.05,0.0321
250685,7237.83,0.0069
250686,6528.03,0.0063
250687,3071.47,0.0439
250688,4288.29,0.0202
250689,3777.91,0.0497
250690,5735.43,0.0067
250691,2327.63,0.004
250692,7090.54,0.0358
250693,6625.15,0.0425
250694,7765.55,0.0447
250695,5514.92,0.0469
250696,4528.81,0.0096
250697,4080.54,0.0163
250698,5517.0,0.0233
250699,5236.67,0.0271
250700,3022.56,0.0124
250701,9140.07,0.0357
250702,6724.05,0.0339
250703,1135.49,0.0346
250704,249.2,0.0229
250705,1408.24,0.0237
250706,5667.05,0.04
250707,2506.67,0.0274
250708,9940.18,0.0418
250709,884.48,0.0079
250710,8117.77,0.0145
250711,4591.46,0.0036
250712,4576.21,0.0264
250713,9869.2,0.032
250714,5429.06,0.0263
250715,1665.97,0.0353
250716,7599.18,0.0239
250717,9808.98,0.0244
250718,5170.56,0.0467
250719,2522.77,0.0278
250720,6882.74,0.0045
250721,231.65,0.0105
250722,376.25,0.0481
250723,5225.7,0.014
250724,2847.69,0.0348
250725,7335.89,0.0316
250726,2777.91,0.0112
250727,1273.28,0.0308
250728,6265.33,0.0171
250729,466.7,0.0406
250730,6010.95,0.0054
250731,3981.27,0.0442
250732,7224.45,0.0165
250733,6505.84,0.0485
250734,9299.39,0.0452
250735,796.31,0.0085
250736,2672.95,0.0318
250737,345.39,0.0266
250738,6117.21,0.0252
250739,5350.28,0.0053
250740,6979.55,0.008
250741,3574.5,0.0406
250742,1320.44,0.0118
250743,4022.01,0.003
250744,4048.07,0.0257
250745,4725.5,0.041
250746,9451.68,0.0424
250747,1162.72,0.0266
250748,3256.24,0.0148
250749,3271.74,0.0154
250750,521.39,0.0378
250751,7111.7,0.0367
250752,2490.84,0.0255
250753,1781.31,0.0441
250754,3399.63,0.0393
250755,6473.16,0.0061
250756,3775.14,0.0379
250757,3083.48,0.0023
250758,7157.98,0.0416
250759,5713.29,0.0193
250760,1059.19,0.0296
250761,2340.59,0.0348
250762,8704.94,0.0456
250763,7061.05,0.0363
250764,1995.67,0.0033
250765,1200.94,0.0232
250766,3832.44,0.0377
250767,1873.81,0.0044
250768,3072.11,0.013
250769,7225.08,0.0251
250770,862.97,0.009
250771,4477.75,0.0339
250772,9203.9,0.026
250773,1016.29,0.0118
250774,6754.27,0.0089
250775,3398.79,0.0368
250776,7257.41,0.0495
250777,3272.84,0.0337
250778,2057.52,0.0058
250779,9639.82,0.0198
250780,1685.84,0.0237
250781,8646.12,0.0223
250782,1605.22,0.0348
250783,1010.69,0.0295
250784,3237.53,0.0247
250785,9665.52,0.0056
250786,7527.89,0.0356
250787,2806.21,0.002
250788,6706.98,0.0453
250789,2395.79,0.0404
250790,2323.62,0.0275
250791,4773.93,0.0217
250792,4429.76,0.049
250793,9272.04,0.0381
250794,9280.13,0.0308
250795,8927.19,0.0066
250796,370.49,0.0024
250797,3740.52,0.0025
250798,6356.63,0.0157
250799,8224.06,0.0385
250800,3667.31,0.033
250801,9344.19,0.0042
250802,1685.48,0.0169
250803,2271.14,0.0205
250804,641.52,0.0066
250805,8818.64,0.0374
250806,5505.13,0.0183
250807,2868.24,0.0025
250808,5552.75,0.022
250809,1046.89,0.0484
250810,3632.1,0.0177
250811,3595.52,0.0134
250812,2869.29,0.0014
250813,5871.87,0.0305
250814,9033.18,0.0269
250815,6113.39,0.0227
250816,8074.69,0.044
250817,6125.19,0.0196
250818,1017.23,0.0343
250819,9625.86,0.0164
250820,9635.74,0.018
250821,9679.57,0.0409
250822,8803.89,0.0158
250823,1127.51,0.0442
250824,9230.88,0.0486
250825,9895.38,0.0469
250826,5467.91,0.0237
250827,48.34,0.0328
250828,8374.18,0.0422
250829,6663.81,0.0112
250830,7455.0,0.027
250831,8788.84,0.0431
250832,5409.64,0.0384
250833,192.84,0.0409
250834,1101.05,0.0067
250835,6220.56,0.006
250836,1188.65,0.0046
250837,5957.68,0.0059
250838,6164.6,0.0066
250839,8518.85,0.0337
250840,627.33,0.0242
250841,2114.2,0.0407
250842,2863.98,0.0204
250843,5123.92,0.0179
250844,8100.32,0.0449
250845,2884.49,0.0361
250846,6100.32,0.0057
250847,5473.37,0.002
250848,8885.86,0.0345
250849,3888.92,0.0115
250850,8392.3,0.0453
250851,7002.65,0.005
250852,2906.37,0.0479
250853,4100.3,0.0143
250854,4577.77,0.0332
250855,2038.96,0.008
250856,5305.48,0.0158
250857,4475.57,0.046
250858,1948.39,0.0223
250859,6640.63,0.0074
250860,2618.45,0.0403
250861,5639.66,0.0294
250862,7183.98,0.0445
250863,7329.21,0.0052
250864,134.33,0.0191
250865,7798.23,0.0443
250866,8026.63,0.0291
250867,7444.56,0.0437
250868,9747.99,0.0212
250869,9416.72,0.0015
250870,6230.33,0.0389
250871,7640.43,0.0054
250872,2334.72,0.0208
250873,3745.59,0.0142
250874,3964.45,0.0245
250875,423.82,0.0375
250876,3513.26,0.0247
250877,5027.51,0.0381
250878,1049.43,0.013
250879,6256.46,0.0129
250880,2591.68,0.0475
250881,8001.16,0.0091
250882,4382.42,0.014
250883,7569.0,0.0332
250884,511.37,0.0098
250885,7336.5,0.0276
250886,3142.75,0.0395
250887,9274.4,0.0471
250888,3958.56,0.0321
250889,7479.1,0.0084
250890,4797.73,0.0463
250891,5980.03,0.0423
250892,1681.52,0.0264
250893,2809.91,0.0301
250894,4768.67,0.0057
250895,2214.1,0.0046
250896,8198.24,0.0259
250897,9760.59,0.0398
250898,1252.19,0.0125
250899,7010.63,0.0357
250900,5185.5,0.0411
250901,9815.74,0.0194
250902,7223.38,0.0212
250903,70.82,0.0225
250904,374.5,0.0297
250905,9137.43,0.0374
250906,9494.35,0.0289
250907,7999.76,0.0066
250908,9573.65,0.0397
250909,7154.97,0.0047
250910,370.0,0.0139
250911,6527.2,0.0269
250912,8065.14,0.0094
250913,74.42,0.0228
250914,1973.88,0.0238
250915,842.75,0.0193
250916,972.6,0.035
250917,4885.05,0.042
250918,7214.13,0.0153
250919,8022.18,0.0029
250920,6072.44,0.0151
250921,9230.07,0.0376
250922,1074.4,0.032
250923,9919.19,0.0069
250924,1190.31,0.0318
250925,2277.13,0.0308
250926,996.33,0.0359
250927,6248.52,0.0111
250928,3891.54,0.0169
250929,9673.22,0.018
250930,4950.45,0.04
250931,6142.89,0.0452
250932,2886.96,0.0343
250933,9863.02,0.0076
250934,3237.1,0.0448
250935,5355.26,0.0482
250936,8285.67,0.027
250937,9373.34,0.0405
250938,3361.88,0.0367
250939,8178.4,0.0171
250940,365.8,0.0403
250941,4018.69,0.0113
250942,7906.97,0.0086
250943,2001.89,0.0239
250944,7133.0,0.0209
250945,7522.14,0.0414
250946,6757.59,0.0484
250947,5947.23,0.0123
250948,2947.7,0.0103
250949,6502.19,0.008
250950,5367.96,0.007
250951,4028.28,0.0217
250952,3287.45,0.0088
250953,4953.66,0.0379
250954,4966.33,0.0211
250955,2336.12,0.0332
250956,6568.92,0.0313
250957,8539.65,0.0163
250958,8384.03,0.0278
250959,4582.33,0.034
250960,9855.09,0.0062
250961,4424.3,0.0403
250962,6730.28,0.0364
250963,3891.78,0.0492
250964,6131.4,0.0239
250965,7799.35,0.0186
250966,382.85,0.0433
250967,2843.82,0.0397
250968,1844.24,0.0014
250969,3507.77,0.0065
250970,1221.01,0.0159
250971,5661.53,0.0301
250972,602.48,0.045
250973,6378.25,0.0143
250974,1553.59,0.0367
250975,8939.22,0.0096
250976,2441.35,0.0389
250977,3739.9,0.0155
250978,1715.5,0.0219
250979,2081.41,0.049
250980,4036.23,0.0123
250981,1857.04,0.0209
250982,8309.61,0.0108
250983,388.34,0.037
250984,1183.88,0.0364
250985,3976.28,0.0372
250986,9807.89,0.0211
250987,8887.04,0.0119
250988,604.38,0.0348
250989,6435.94,0.0142
250990,3047.62,0.0369
250991,9757.68,0.0491
250992,2205.57,0.0271
250993,7553.3,0.0458
250994,2898.05,0.0059
250995,4588.33,0.019
250996,2108.01,0.003
250997,2251.71,0.021
250998,5657.45,0.0132
250999,2547.81,0.0091
251000,6920.86,0.0011
251001,6908.74,0.0462
251002,3384.4,0.0474
251003,193.16,0.0132
251004,8145.51,0.0047
251005,8562.06,0.0035
251006,1347.06,0.0011
251007,1487.65,0.0156
251008,628.52,0.0285
251009,3390.37,0.0081
251010,1897.28,0.0057
251011,6703.08,0.0455
251012,892.23,0.0188
251013,6536.34,0.0431
251014,9124.05,0.0152
251015,7757.4,0.0427
251016,8932.64,0.0029
251017,2870.89,0.0287
251018,4213.13,0.0399
251019,2305.58,0.0309
251020,9486.6,0.0448
251021,9769.43,0.0298
251022,4187.97,0.0084
251023,4868.16,0.0425
251024,5717.04,0.009
251025,2476.59,0.02
251026,5291.61,0.008
251027,7453.03,0.0406
251028,8707.68,0.048
251029,9191.47,0.0141
251030,2083.34,0.0294
251031,306.17,0.0207
251032,9150.42,0.0014
251033,2880.46,0.0408
251034,8039.17,0.0368
251035,6394.41,0.036
251036,2414.51,0.0471
251037,6427.07,0.0173
251038,3252.25,0.046
251039,3788.98,0.0014
251040,7723.24,0.012
251041,4210.03,0.0398
251042,2937.98,0.0043
251043,2021.35,0.0345
251044,5997.75,0.0309
251045,3548.15,0.0437
251046,6296.65,0.0287
251047,9331.22,0.0197
251048,3036.14,0.0161
251049,4352.33,0.0471
251050,5429.75,0.0214
251051,5148.34,0.0317
251052,2821.88,0.0165
251053,196.27,0.0473
251054,7117.66,0.0037
251055,5290.5,0.0318
251056,4684.76,0.0239
251057,7592.87,0.0087
251058,7878.06,0.0308
251059,4024.72,0.0433
251060,6201.8,0.0287
251061,3300.23,0.0048
251062,6106.62,0.0214
251063,7165.75,0.01
251064,9094.48,0.0223
251065,6708.46,0.0486
251066,7246.49,0.0449
251067,6761.68,0.0343
251068,9816.95,0.0058
251069,9770.3,0.0099
251070,1872.59,0.0098
251071,2932.9,0.0046
251072,5885.47,0.0386
251073,893.97,0.0354
251074,8605.52,0.0297
251075,8951.32,0.0348
251076,9523.37,0.0381
251077,5022.17,0.0334
251078,5242.57,0.0146
251079,301.62,0.0216
251080,4043.34,0.0473
251081,9262.71,0.019
251082,5726.22,0.047
251083,2077.87,0.0192
251084,9467.97,0.0029
251085,9191.42,0.0128
251086,2488.37,0.0245
251087,7358.02,0.0197
251088,7707.49,0.0082
251089,888.72,0.0429
251090,3033.91,0.0101
251091,3777.49,0.0032
251092,4019.76,0.0403
251093,1010.51,0.0409
